rule,feat,side,tail,q,thr,n_veto,t,dPnL,yrs_up,plateau,p_fwer
peer_ret5z_s hi 30%,peer_ret5z_s,all,hi,0.3,0.5446194659383314,2428,-0.17694894218933968,-830.7849999999889,2,1,1.0
own_minus_peer1_s lo 5%,own_minus_peer1_s,all,lo,0.05,-1.108836828587773,405,-0.9096713591769356,-1330.0299999999916,2,0,1.0
own_minus_peer1_s lo 10%,own_minus_peer1_s,all,lo,0.1,-0.8161229400440031,810,-0.4122291927678209,-851.9349999999904,3,0,1.0
own_minus_peer1_s lo 15%,own_minus_peer1_s,all,lo,0.15,-0.62838776949138,1214,-0.48084182977175927,-1297.8499999999913,3,0,1.0
own_minus_peer1_s lo 20%,own_minus_peer1_s,all,lo,0.2,-0.4938155688181456,1619,-0.40127961625697683,-1240.9699999999975,2,0,1.0
own_minus_peer1_s lo 25%,own_minus_peer1_s,all,lo,0.25,-0.3903846394213314,2023,-0.5642946911655826,-1925.75499999999,2,0,1.0
own_minus_peer1_s lo 30%,own_minus_peer1_s,all,lo,0.3,-0.30001021287242124,2428,-0.5201981023856852,-1946.6449999999822,2,0,1.0
own_minus_peer1_s hi 5%,own_minus_peer1_s,all,hi,0.05,1.1129438827231635,405,-0.08519955941475235,-133.67499999999563,3,1,1.0
own_minus_peer1_s hi 10%,own_minus_peer1_s,all,hi,0.1,0.7790892243122075,810,0.6241587371530948,1311.0000000000073,1,1,1.0
own_minus_peer1_s hi 15%,own_minus_peer1_s,all,hi,0.15,0.6055106554860351,1214,-0.5126316177067033,-1390.9599999999919,2,1,1.0
own_minus_peer1_s hi 20%,own_minus_peer1_s,all,hi,0.2,0.47228827218506875,1619,-0.5985259583560429,-1883.6499999999796,2,1,1.0
own_minus_peer1_s hi 25%,own_minus_peer1_s,all,hi,0.25,0.36438255040244116,2023,-0.6033698047871425,-2131.3349999999846,1,1,1.0
own_minus_peer1_s hi 30%,own_minus_peer1_s,all,hi,0.3,0.2776217588728088,2428,-0.4354665271091093,-1659.5449999999764,2,1,1.0
sr10 lo 5%,sr10,all,lo,0.05,0.38643885944223927,405,1.1511435980494868,1749.690000000006,4,6,1.0
sr10 lo 10%,sr10,all,lo,0.1,0.5771137748356495,810,0.5476886872833986,1165.265000000003,4,6,1.0
sr10 lo 15%,sr10,all,lo,0.15,0.7574692654355082,1214,0.04637681652128563,132.29500000000553,3,6,1.0
sr10 lo 20%,sr10,all,lo,0.2,0.9237568513152745,1619,0.025710817898042287,89.32500000002256,4,6,1.0
sr10 lo 25%,sr10,all,lo,0.25,1.1021109979364208,2023,0.22598801815558503,909.9550000000272,3,6,1.0
sr10 lo 30%,sr10,all,lo,0.3,1.2600569498166208,2428,0.3931097764895418,1713.6250000000255,3,6,1.0
sr10 hi 5%,sr10,all,hi,0.05,4.698070226897426,405,-1.790304839869072,-2779.8349999999955,2,0,1.0
sr10 hi 10%,sr10,all,hi,0.1,4.07423964689744,810,-1.0242968169505018,-2419.2750000000087,1,0,1.0
sr10 hi 15%,sr10,all,hi,0.15,3.6222005635198813,1214,-1.1466641935868165,-3207.4100000000108,1,0,1.0
sr10 hi 20%,sr10,all,hi,0.2,3.2688149979815,1619,-1.3426273582650095,-4475.325000000012,1,0,1.0
sr10 hi 25%,sr10,all,hi,0.25,2.9843704417248635,2023,-1.376496937615559,-5311.520000000011,1,0,1.0
sr10 hi 30%,sr10,all,hi,0.3,2.73459529225356,2428,-1.4796439460067254,-6421.395000000004,1,0,1.0
sr20 lo 5%,sr20,all,lo,0.05,0.5523788088713413,405,1.7541659145280335,2566.5050000000047,6,6,0.975
sr20 lo 10%,sr20,all,lo,0.1,0.8777835873768915,810,0.514233544508468,1179.6400000000067,3,6,1.0
sr20 lo 15%,sr20,all,lo,0.15,1.169661271874162,1214,0.29686354535688925,855.2900000000154,2,6,1.0
sr20 lo 20%,sr20,all,lo,0.2,1.4383715041436536,1619,0.19587383096583552,682.5800000000163,4,6,1.0
sr20 lo 25%,sr20,all,lo,0.25,1.6731866501205261,2023,0.3000160249392418,1207.7850000000253,4,6,1.0
sr20 lo 30%,sr20,all,lo,0.3,1.938426867339266,2428,0.035890989029403575,164.6450000000259,3,6,1.0
sr20 hi 5%,sr20,all,hi,0.05,6.876465094417009,405,-1.4659344837803947,-2488.829999999987,3,0,1.0
sr20 hi 10%,sr20,all,hi,0.1,6.000658258997596,810,-0.9094592338793865,-2299.569999999989,3,0,1.0
sr20 hi 15%,sr20,all,hi,0.15,5.45872014658061,1214,-0.8648833498630395,-2686.2749999999796,2,0,1.0
sr20 hi 20%,sr20,all,hi,0.2,4.9731423636399805,1619,-1.2926616043285188,-4640.429999999986,2,0,1.0
sr20 hi 25%,sr20,all,hi,0.25,4.579473281869482,2023,-1.3103320886687686,-5200.969999999979,2,0,1.0
sr20 hi 30%,sr20,all,hi,0.3,4.231760726556778,2428,-1.4699340239114596,-6425.454999999987,1,0,1.0
adx14 bull_put lo 5%,adx14,bull_put,lo,0.05,12.252018388887139,315,0.4119633345308446,618.5800000000017,4,1,1.0
adx14 bull_put lo 10%,adx14,bull_put,lo,0.1,13.650655547494106,629,-0.7520856980920246,-1463.9650000000001,2,1,1.0
adx14 bull_put lo 15%,adx14,bull_put,lo,0.15,14.737929441709742,944,-1.722276574646617,-3936.0250000000087,1,1,1.0
adx14 bull_put lo 20%,adx14,bull_put,lo,0.2,15.706732811861418,1258,-1.1099972334430244,-2942.7149999999965,3,1,1.0
adx14 bull_put lo 25%,adx14,bull_put,lo,0.25,16.836987676579206,1572,-0.9433092988602825,-2993.594999999994,3,1,1.0
adx14 bull_put lo 30%,adx14,bull_put,lo,0.3,17.78568190197621,1887,-0.47827798380782716,-1749.9099999999817,3,1,1.0
adx14 bull_put hi 5%,adx14,bull_put,hi,0.05,43.5878488799523,315,-0.054888959663004847,-101.56999999997788,3,0,1.0
adx14 bull_put hi 10%,adx14,bull_put,hi,0.1,38.138088286814316,629,-0.6631792839182792,-1644.164999999979,1,0,1.0
adx14 bull_put hi 15%,adx14,bull_put,hi,0.15,34.546589526798925,944,-2.5758034096797213,-7539.839999999964,1,0,1.0
adx14 bull_put hi 20%,adx14,bull_put,hi,0.2,31.48653761368953,1258,-2.8827426765484785,-9728.269999999964,1,0,1.0
adx14 bull_put hi 25%,adx14,bull_put,hi,0.25,29.623130562185775,1572,-2.1885459003022123,-8216.164999999964,1,0,1.0
adx14 bull_put hi 30%,adx14,bull_put,hi,0.3,27.90251561008137,1887,-2.1001011671516068,-8773.499999999956,2,0,1.0
adx14 bear_call lo 5%,adx14,bear_call,lo,0.05,12.425875020831036,91,0.7012055343323707,479.6450000000041,4,5,1.0
adx14 bear_call lo 10%,adx14,bear_call,lo,0.1,14.289776616319841,181,1.0714375957708189,988.3200000000033,4,5,1.0
adx14 bear_call lo 15%,adx14,bear_call,lo,0.15,15.19175794662654,271,1.11345211496632,1271.2050000000017,3,5,1.0
adx14 bear_call lo 20%,adx14,bear_call,lo,0.2,16.22686345698082,361,0.7270792480324058,952.2249999999985,4,5,1.0
adx14 bear_call lo 25%,adx14,bear_call,lo,0.25,17.33683202423949,451,0.146547419782108,209.69000000000233,4,5,1.0
adx14 bear_call lo 30%,adx14,bear_call,lo,0.3,18.45088661031368,541,-0.007956088698677196,-13.38999999999578,3,5,1.0
adx14 bear_call hi 5%,adx14,bear_call,hi,0.05,41.50544991367032,91,0.3874912917620308,251.02000000000407,2,4,1.0
adx14 bear_call hi 10%,adx14,bear_call,hi,0.1,37.45641451270862,181,-0.05405472955343111,-53.53499999999622,3,4,1.0
adx14 bear_call hi 15%,adx14,bear_call,hi,0.15,34.40442003121378,271,-0.3470558539872766,-394.6049999999959,3,4,1.0
adx14 bear_call hi 20%,adx14,bear_call,hi,0.2,32.02301717177235,361,0.02318901959040794,32.79500000000917,3,4,1.0
adx14 bear_call hi 25%,adx14,bear_call,hi,0.25,29.89547550824834,451,0.35818081312871475,555.6000000000058,3,4,1.0
adx14 bear_call hi 30%,adx14,bear_call,hi,0.3,28.19615995653732,541,0.8701831041022461,1485.3650000000125,3,4,1.0
bbw_pct bull_put lo 5%,bbw_pct,bull_put,lo,0.05,0.041666666666666664,370,-1.882091103585386,-2763.7599999999948,2,0,1.0
bbw_pct bull_put lo 10%,bbw_pct,bull_put,lo,0.1,0.08333333333333333,646,-1.4355279773686536,-2933.9400000000023,1,0,1.0
bbw_pct bull_put lo 15%,bbw_pct,bull_put,lo,0.15,0.13333333333333333,1010,-1.7248372570040091,-4539.820000000007,2,0,1.0
bbw_pct bull_put lo 20%,bbw_pct,bull_put,lo,0.2,0.175,1286,-2.0072110761528044,-6571.140000000014,1,0,1.0
bbw_pct bull_put lo 25%,bbw_pct,bull_put,lo,0.25,0.21666666666666667,1585,-1.6852363029149442,-6116.2300000000105,1,0,1.0
bbw_pct bull_put lo 30%,bbw_pct,bull_put,lo,0.3,0.26666666666666666,1906,-1.8531594001866905,-7377.665000000001,1,0,1.0
bbw_pct bull_put hi 5%,bbw_pct,bull_put,hi,0.05,0.9666666666666667,351,-3.2041767602027393,-5104.474999999995,1,0,1.0
bbw_pct bull_put hi 10%,bbw_pct,bull_put,hi,0.1,0.9083333333333333,660,-3.274497413437464,-8166.909999999996,1,0,1.0
bbw_pct bull_put hi 15%,bbw_pct,bull_put,hi,0.15,0.8583333333333333,963,-2.406415252029348,-7579.669999999995,1,0,1.0
bbw_pct bull_put hi 20%,bbw_pct,bull_put,hi,0.2,0.7916666666666666,1290,-2.1593084435194774,-7284.9050000000025,1,0,1.0
bbw_pct bull_put hi 25%,bbw_pct,bull_put,hi,0.25,0.7416666666666667,1583,-2.5407674994286134,-9451.984999999997,1,0,1.0
bbw_pct bull_put hi 30%,bbw_pct,bull_put,hi,0.3,0.6833333333333333,1905,-2.428672300609011,-10557.834999999992,0,0,1.0
bbw_pct bear_call lo 5%,bbw_pct,bear_call,lo,0.05,0.03333333333333333,94,1.328225750387391,727.6600000000035,3,4,1.0
bbw_pct bear_call lo 10%,bbw_pct,bear_call,lo,0.1,0.09166666666666666,197,0.029874970837702845,28.280000000002474,3,4,1.0
bbw_pct bear_call lo 15%,bbw_pct,bear_call,lo,0.15,0.14166666666666666,278,0.4409286840877699,523.1050000000032,4,4,1.0
bbw_pct bear_call lo 20%,bbw_pct,bear_call,lo,0.2,0.2050000000000002,361,0.03252134109290326,44.53500000000349,4,4,1.0
bbw_pct bear_call lo 25%,bbw_pct,bear_call,lo,0.25,0.275,461,-0.45126237052591023,-695.2249999999949,2,4,1.0
bbw_pct bear_call lo 30%,bbw_pct,bear_call,lo,0.3,0.325,542,-0.2753579256744027,-445.6849999999904,2,4,1.0
bbw_pct bear_call hi 5%,bbw_pct,bear_call,hi,0.05,1.0,109,2.2417334356486145,1594.525000000005,4,6,0.69
bbw_pct bear_call hi 10%,bbw_pct,bear_call,hi,0.1,0.95,189,1.5243609727551755,1457.445000000007,4,6,0.995
bbw_pct bear_call hi 15%,bbw_pct,bear_call,hi,0.15,0.9083333333333333,281,1.6537819835720198,1865.8900000000067,5,6,0.99
bbw_pct bear_call hi 20%,bbw_pct,bear_call,hi,0.2,0.8666666666666667,362,1.9416989554735704,2496.0750000000116,6,6,0.94
bbw_pct bear_call hi 25%,bbw_pct,bear_call,hi,0.25,0.8083333333333333,460,1.574205614146289,2346.9500000000116,4,6,0.99
bbw_pct bear_call hi 30%,bbw_pct,bear_call,hi,0.3,0.7583333333333333,543,1.281564807675162,2096.1150000000052,5,6,1.0
atr_ratio bull_put lo 5%,atr_ratio,bull_put,lo,0.05,0.6903009272282965,315,-1.435645692728603,-1783.945000000007,1,0,1.0
atr_ratio bull_put lo 10%,atr_ratio,bull_put,lo,0.1,0.744330325596754,629,-1.5243880793456377,-2995.8000000000175,1,0,1.0
atr_ratio bull_put lo 15%,atr_ratio,bull_put,lo,0.15,0.7840376576723691,944,-1.6816655881549945,-4706.085000000014,0,0,1.0
atr_ratio bull_put lo 20%,atr_ratio,bull_put,lo,0.2,0.8159515697641021,1258,-2.3948112828329307,-7447.430000000015,0,0,1.0
atr_ratio bull_put lo 25%,atr_ratio,bull_put,lo,0.25,0.8439291471417116,1572,-2.6700261451145937,-10091.365000000013,0,0,1.0
atr_ratio bull_put lo 30%,atr_ratio,bull_put,lo,0.3,0.8704485083694312,1887,-2.4797224262254622,-10532.200000000012,0,0,1.0
atr_ratio bull_put hi 5%,atr_ratio,bull_put,hi,0.05,1.4648116213993534,315,-0.05173070337095854,-72.46999999999753,4,1,1.0
atr_ratio bull_put hi 10%,atr_ratio,bull_put,hi,0.1,1.3359950111680412,629,0.04341523377316643,86.67500000001746,4,1,1.0
atr_ratio bull_put hi 15%,atr_ratio,bull_put,hi,0.15,1.2482630557011603,944,-0.6046610431779005,-1574.3649999999834,2,1,1.0
atr_ratio bull_put hi 20%,atr_ratio,bull_put,hi,0.2,1.1884384102477858,1258,-0.30411952777312073,-965.1449999999786,2,1,1.0
atr_ratio bull_put hi 25%,atr_ratio,bull_put,hi,0.25,1.1392048854078975,1572,-0.7504479128094097,-2811.049999999974,3,1,1.0
atr_ratio bull_put hi 30%,atr_ratio,bull_put,hi,0.3,1.0967471668091855,1887,-1.074130583203628,-4438.7799999999625,1,1,1.0
atr_ratio bear_call lo 5%,atr_ratio,bear_call,lo,0.05,0.7106226352238474,91,0.6668881947205255,466.72499999999854,3,6,1.0
atr_ratio bear_call lo 10%,atr_ratio,bear_call,lo,0.1,0.7572737405092315,181,0.5129153073868897,482.5250000000051,2,6,1.0
atr_ratio bear_call lo 15%,atr_ratio,bear_call,lo,0.15,0.8026191019069815,271,0.9874727296627734,1146.7050000000017,2,6,1.0
atr_ratio bear_call lo 20%,atr_ratio,bear_call,lo,0.2,0.8302635694738806,361,0.8717726735125411,1180.4350000000086,3,6,1.0
atr_ratio bear_call lo 25%,atr_ratio,bear_call,lo,0.25,0.8564587068982619,451,1.1161325942123077,1659.0400000000081,3,6,1.0
atr_ratio bear_call lo 30%,atr_ratio,bear_call,lo,0.3,0.8819412693905604,541,0.818732187740663,1329.2300000000105,4,6,1.0
atr_ratio bear_call hi 5%,atr_ratio,bear_call,hi,0.05,1.4133651362012303,91,1.3153193888729366,857.6300000000047,4,6,1.0
atr_ratio bear_call hi 10%,atr_ratio,bear_call,hi,0.1,1.269466797696055,181,1.4933443408115896,1093.9150000000081,5,6,0.995
atr_ratio bear_call hi 15%,atr_ratio,bear_call,hi,0.15,1.2018871093767813,271,0.6797196071366699,695.8150000000096,3,6,1.0
atr_ratio bear_call hi 20%,atr_ratio,bear_call,hi,0.2,1.155665315022807,361,0.9412015980121045,1222.130000000012,4,6,1.0
atr_ratio bear_call hi 25%,atr_ratio,bear_call,hi,0.25,1.1133614388107775,451,0.5735607887386439,804.58500000001,4,6,1.0
