name,rule,is_n,is_pnl,is_fw,is_prof,oot_n,oot_pnl,oot_fw,oot_prof,d_is_n,d_is_pnl,d_is_fw,d_is_prof,d_oot_n,d_oot_pnl,d_oot_fw,d_oot_prof
avg_gex_parity_balance_wf,tilt1.0,4563,33652.069999999985,0.4418145956607495,0.5362699978084593,593,4061.3449999999884,0.4148397976391231,0.5160202360876898,0,1008.9800000000178,0.0008766162612316442,0.004383081306158165,0,-529.9900000000034,-0.01011804384485665,-0.010118043844856595
min_gex_parity_balance_wf,veto0.03,4362,37534.58499999997,0.4569005043558001,0.5437872535534158,583,3794.569999999988,0.42710120068610635,0.5248713550600344,-201,4891.495000000003,0.015962524956282254,0.011900337051114707,-10,-796.765000000004,0.0021433592021266046,-0.0012669248725120097
min_gex_parity_balance_wf,veto0.05,4271,38233.989999999976,0.45844064621868413,0.5476469210957621,579,3196.3699999999894,0.4283246977547496,0.5215889464594128,-292,5590.900000000009,0.01750266681916629,0.01576000459346094,-14,-1394.9650000000024,0.0033668562707698246,-0.004549333473133577
min_gex_parity_balance_wf,veto0.075,4180,37649.30499999998,0.4605263157894737,0.5495215311004785,570,3279.969999999993,0.4298245614035088,0.519298245614035,-383,5006.215000000011,0.01958833638995583,0.01763461459817739,-23,-1311.3649999999989,0.004866719919529028,-0.006840034318511323
min_gex_parity_balance_wf,veto0.1,4082,35815.30999999998,0.45933365997060266,0.5475257226849584,564,3842.729999999994,0.43617021276595747,0.5230496453900709,-481,3172.2200000000157,0.018395680571084816,0.015638806182657228,-29,-748.6049999999977,0.011212371281977718,-0.0030886345424754325
min_gex_parity_balance_wf,veto0.125,3982,35207.975,0.4580612757408338,0.5457056755399297,556,4644.4599999999955,0.4352517985611511,0.5269784172661871,-581,2564.885000000031,0.01712329634131593,0.013818759037628525,-37,53.12500000000364,0.010293957077171345,0.0008401373336407447
min_gex_parity_balance_wf,veto0.15,3885,33523.70999999999,0.45714285714285713,0.5438867438867439,544,5029.979999999999,0.44485294117647056,0.5349264705882353,-678,880.6200000000244,0.016204877743339285,0.011999827384442718,-49,438.6450000000068,0.019895099692490814,0.008788190655688921
min_gex_parity_balance_wf,veto0.175,3786,32747.26,0.45800316957210774,0.5438457474907554,538,4713.909999999999,0.43866171003717475,0.5315985130111525,-777,104.170000000031,0.017065190172589895,0.011958830988454294,-55,122.5750000000071,0.013703868553194998,0.005460233078606103
min_gex_parity_balance_wf,veto0.2,3685,32389.144999999997,0.458887381275441,0.5451831750339213,529,4629.090000000001,0.44045368620037806,0.5274102079395085,-878,-253.9449999999706,0.017949401875923143,0.013296258531620198,-64,37.755000000009204,0.01549584471639831,0.0012719280069621863
min_gex_parity_balance_wf,veto0.225,3572,31417.245000000003,0.4585666293393057,0.5453527435610303,522,4467.4200000000055,0.4367816091954023,0.5229885057471264,-991,-1225.8449999999648,0.017628649939787855,0.013465827058729118,-71,-123.91499999998632,0.011823767711422573,-0.0031497741854199512
